visit_id,agreement_id,vehicle_dealership_name,customer_id,vehicle_agency_brand_name,branch_division_name,branch_division_id,visit_start_date,visit_end_date,audit_sfctry_score_epse_type,agency_score_give_person_name,block_agncy_cr_line_mark_type,agency_rating_date,audit_score_hms_date,audit_bncl_financed_veh_number,audit_bncl_financed_veh_amount,operation_currency_type,audit_agncy_verif_veh_number,audit_agncy_verif_veh_amount,audit_non_verified_veh_number,audit_non_verified_veh_amount,audit_agncy_found_veh_number,audit_imperfect_veh_number,pend_delivery_paid_veh_number,non_paid_dspsl_sold_veh_number,brand_same_exchange_veh_number,liquidated_vehicles_number,agency_arrive_pend_veh_number,audit_missing_vehicles_number,agency_rej_audit_visit_number,agency_transferred_veh_number,stln_reported_veh_tot_number,agncy_penalty_vehicle_number,audit_non_verified_veh_per,level1_service_group_type,purchase_amount,settlement_days_number,audit_rgtry_new_veh_number,audit_rgtry_prwd_veh_number
57058,HERM7,AUTOMOVILES HERMT SA,B4684521,SUZUKI,Occidente,1793.0,22/06/2021,22/06/2021,Satisfactoria,Edgar Ricardo,FALSE,23/06/2021,08:53 p. m.,21,5989243.88,MXP,20,5707350.12,1,281893.76,18,0,2,0,0,0,0,0,0,1,0,0,4,20:53,,12.0,21,0
57059,SAUR1,SAU REAL SA DE CV,C1921311,HYUNDAI,Bajío,810.0,23/06/2021,23/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,24/06/2021,08:48 a. m.,16,4932733.82,MXP,14,4148522.55,2,784211.27,14,0,0,0,0,0,2,0,0,0,0,0,12,14:56,,12.0,16,0
57060,2A003,2A003 ACURA,21456678,No Asiganda,Occidente,814.0,23/06/2021,23/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/06/2021,12:12 p. m.,8,5583095.7,MXP,8,5583095.7,0,0.0,6,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,12.0,8,0
57061,JACSZ,JACSZ JAC STORE,C0596984,No Asiganda,Sur,7714.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,06:36 p. m.,13,4289056.23,MXP,12,3984078.9,1,304977.33,11,0,1,0,0,0,0,0,0,1,0,0,7,23:22,,12.0,13,0
57062,ASO13,ASOLEADAS,B9056673,SUZUKI,Metro Corporativa,1853.0,23/06/2021,23/06/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,25/06/2021,06:29 p. m.,16,664920.93,MXP,14,603885.4,2,61035.53,10,0,4,0,0,0,0,2,0,0,0,0,0,32:47,,12.0,16,0
57063,MBLGN,AUTOMOTRIZ LAGUNERA,10069240,MERCEDES BENZ,Noreste,815.0,22/06/2021,22/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,22/06/2021,06:30 p. m.,18,18511525.63,MXP,18,18511525.63,0,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0,10:0,,12.0,18,0
57064,LUX96,LUXOCAR SN01,93988940,HYUNDAI,Metro Corporativa,1853.0,22/06/2021,23/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,23/06/2021,08:42 p. m.,1,968000.0,MXP,0,0.0,1,968000.0,0,0,0,0,0,0,1,0,0,0,0,0,100,18:41,1.0,6.0,0,1
57065,10184,10184 INSUR,20950220,HONDA,Sureste,1809.0,23/06/2021,23/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/06/2021,10:38 a. m.,12,5418085.59,MXP,12,5418085.59,0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,12,0
57066,10185,10185 COYOACAN,20950220,HONDA,Sureste,1809.0,23/06/2021,23/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,23/06/2021,11:43 a. m.,6,2859569.34,MXP,6,2859569.34,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,6,0
57067,VLTRN,AUTOMOTRIZ ELFER SA,17116345,No Asiganda,Noreste,815.0,23/06/2021,23/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,23/06/2021,08:44 p. m.,2,2141480.64,MXP,0,0.0,2,2141480.64,0,0,0,0,0,0,2,0,0,0,0,0,100,16:44,,12.0,2,0
57068,KT190,SUPERMOTO LAGUNA SA,B1832163,No Asiganda,Metro Corporativa,1853.0,23/06/2021,23/06/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,24/06/2021,08:55 a. m.,20,2051603.53,MXP,20,2051603.53,0,0.0,12,0,7,1,0,0,0,0,0,0,0,0,0,14:58,,12.0,20,0
57069,VOLTI,VOLVO TIJUANA,C5380871,VOLVO,Occidente,814.0,24/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,12:43 p. m.,17,14964892.88,MXP,17,14964892.88,0,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,8:31,,12.0,17,0
57071,FIAT,FIAT NAUCALPAN,61952224,FIAT,Metro Corporativa,1851.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,09:58 a. m.,3,1184412.71,MXP,3,1184412.71,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,3,0
57072,ANSA1,SATELITE ANGAR,59255079,SEMINUEVOS,Metro Corporativa,1851.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,06:34 p. m.,14,16744501.13,MXP,14,16744501.13,0,0.0,11,0,3,0,0,0,0,0,0,0,0,0,0,20:9,,5.0,14,0
57073,NSH02,NISSAUTO HILLO,48226998,NISSAN,Noroeste,758.0,24/06/2021,28/06/2021,Satisfactoria,Edgar Aguilar,FALSE,30/06/2021,07:23 p. m.,122,40911311.36,MXP,116,38975634.43,6,1935676.93,95,0,4,0,0,17,0,0,0,6,0,0,4,27:53,,12.0,122,0
57074,A2826,AUTO NORD     ,62452826,PEUGEOT,Metro Corporativa,1853.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,07:12 p. m.,6,2144704.51,MXP,6,2144704.51,0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,16:31,,12.0,6,0
57075,CT003,COMASA TIJ3,17232646,NISSAN,Noroeste,819.0,24/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,07:52 p. m.,22,8294744.57,MXP,20,7501400.41,2,793344.16,10,0,0,0,0,10,0,0,0,2,0,0,9,14:43,,5.0,22,0
57076,10028,HONDA LOMAS VERDES,19456978,HONDA,Metro Corporativa,1851.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/06/2021,02:48 p. m.,4,2015447.84,MXP,4,2015447.84,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,4,0
57077,10036,HONDA INTERLOMAS 2,13856774,HONDA,Metropolitana,844.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/06/2021,02:01 p. m.,11,6141951.12,MXP,11,6141951.12,0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,11,0
57078,GF007,FLOSOL        ,38649316,GENERAL MOTORS,Occidente,814.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/06/2021,02:53 p. m.,5,2747326.32,MXP,5,2747326.32,0,0.0,3,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,5.0,5,0
57079,20012,20012 ACURA LOMAS VE,79594403,ACURA,Metro Corporativa,1851.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/06/2021,11:48 a. m.,2,1376579.88,MXP,2,1376579.88,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,2,0
57080,HYEPS,EPSILON SEMINUEVOS  ,B7605610,No Asiganda,Metropolitana,827.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,10:40 a. m.,6,865600.0,MXP,6,865600.0,0,0.0,5,0,0,0,0,1,0,0,0,0,0,0,0,8:30,159591.73,12.0,0,6
57081,SURM2,SURMAN MEXICO       ,56503667,FORD,Metro Corporativa,1853.0,24/06/2021,24/06/2021,Deficiente con Bloqueo,Fabiola Alvarez Paez,TRUE,25/06/2021,06:38 p. m.,32,10165954.2,MXP,32,10165954.2,0,0.0,0,0,0,32,0,0,0,0,0,0,0,0,0,22:16,,5.0,32,0
57082,SSME2,SATELITE ANGAR SEMIN,59255079,SEMINUEVOS,Metro Corporativa,1851.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/06/2021,04:02 p. m.,13,5999040.0,MXP,13,5999040.0,0,0.0,12,0,0,0,0,1,0,0,0,0,0,0,0,8:30,156.274,6.0,0,13
57083,CT006,COMASA TIJ6,17232646,NISSAN,Noroeste,819.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,12:57 p. m.,2,656480.0,MXP,2,656480.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,6.0,0,2
57084,SAB03,SABALO DE XALAPA SA,17868065,CHRYSLER,Sur,7714.0,24/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,07:13 p. m.,18,9906555.74,MXP,17,9664118.99,1,242436.75,17,0,0,0,0,0,0,0,0,1,0,0,5,16:50,,12.0,18,0
57085,CHUHO,NUEVOS HONDA MOTO,B5895730,HONDA MOTOS,Metropolitana,1121.0,24/06/2021,24/06/2021,Deficiente con Bloqueo,Edgar Aguilar,TRUE,29/06/2021,06:49 p. m.,113,3869152.06,MXP,112,3839760.46,1,29391.6,94,0,0,0,0,18,0,1,0,0,0,0,0,36:9,,12.0,113,0
57086,KWME1,KENWORTH METRO,19867321,KENWORTH,Metropolitana,827.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,01:01 p. m.,6,15255978.96,MXP,6,15255978.96,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,6,0
57087,ESSN8,SN ESMERALDA MOT,B8948780,BMW,Metro Corporativa,1853.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,06:39 p. m.,11,5029360.0,MXP,11,5029360.0,0,0.0,6,2,0,0,0,3,0,0,0,0,0,0,0,20:35,5.0,6.0,0,11
57088,ESMO1,ESMERALDA MOTORS,B8948780,BMW,Metro Corporativa,1853.0,24/06/2021,24/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,24/06/2021,02:00 p. m.,12,12459001.15,MXP,12,12459001.15,0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,12,0
57089,AAND1,AUTOMOVILISTICA ANDRADE,17093442,FORD,Metro Corporativa,1851.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,02:32 p. m.,33,19123174.8,MXP,33,19123174.8,0,0.0,24,0,0,0,0,9,0,0,0,0,0,0,0,8:30,,5.0,33,0
57090,BENZ1,AUTOSAT DE MEXICO,33496931,SMART,Metro Corporativa,1851.0,28/06/2021,28/06/2021,Satisfactoria,Eunice Rios,FALSE,29/06/2021,06:25 p. m.,64,56043818.25,MXP,64,56043818.25,0,0.0,55,0,4,0,0,5,0,0,0,0,0,0,0,21:52,,5.0,64,0
57091,ANTL1,TLALPAN ANDRADE,B1416427,PEUGEOT,Metro Corporativa,1851.0,28/06/2021,28/06/2021,Satisfactoria,Eunice Rios,FALSE,29/06/2021,06:23 p. m.,9,4144158.38,MXP,9,4144158.38,0,0.0,4,0,5,0,0,0,0,0,0,0,0,0,0,22:28,,5.0,9,0
57092,C9453,CEVER AZCAPOTZALCO SA DE CV,33809453,FORD,Metro Corporativa,1853.0,28/06/2021,29/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,29/06/2021,09:57 a. m.,5,2136567.0,MXP,5,2136567.0,0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,12.0,5,0
57093,AAN01,AUTOANGAR  ANDR,25497255,CHRYSLER,Metro Corporativa,1851.0,25/06/2021,29/06/2021,Satisfactoria,Eunice Rios,FALSE,29/06/2021,06:41 p. m.,43,23415943.3,MXP,43,23415943.3,0,0.0,34,0,5,0,0,4,0,0,0,0,0,0,0,14:55,,5.0,43,0
57094,AASEM,AUTOANGAR ANDR SEMI,25497255,CHRYSLER,Metro Corporativa,1851.0,25/06/2021,28/06/2021,Satisfactoria,Eunice Rios,FALSE,30/06/2021,06:18 p. m.,17,4376000.0,MXP,17,4376000.0,0,0.0,10,1,4,0,0,2,0,0,0,0,0,0,0,28:52,2527.033,5.0,0,17
57095,AUA03,AUTOANGAR  FIAT,25497255,MITSUBISHI,Metro Corporativa,1851.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,11:33 a. m.,5,1227802.99,MXP,5,1227802.99,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,5,0
57096,10131,HONDA SANTA CLARA,71348380,HONDA,Metro Corporativa,1852.0,25/06/2021,25/06/2021,Satisfactoria,Edgar Aguilar,FALSE,25/06/2021,09:08 p. m.,41,16909420.14,MXP,41,16909420.14,0,0.0,13,0,13,0,0,15,0,0,0,0,0,0,0,15:25,,5.0,41,0
57097,ASEM1,ANDRADE SEMINU,17093442,FORD,Metro Corporativa,1851.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,01:19 p. m.,2,677120.0,MXP,2,677120.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,0,2
57098,10149,HONDA CUAUTITLAN    ,22152274,No Asiganda,Metro Corporativa,1853.0,28/06/2021,28/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,28/06/2021,11:25 a. m.,8,3595222.33,MXP,8,3595222.33,0,0.0,6,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,12.0,8,0
57099,KIAC1,KIA CUA,B4091042,KIA,Metropolitana,827.0,28/06/2021,28/06/2021,Deficiente con Bloqueo,Eunice Rios,TRUE,29/06/2021,06:14 p. m.,20,6265131.08,MXP,20,6265131.08,0,0.0,5,1,3,9,0,2,0,0,0,0,0,0,0,22:23,,12.0,20,0
57100,BMWC2,COAPA MOTOS,B2684492,BMW,Sur,816.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,11:06 a. m.,10,3750609.52,USD,10,3750609.52,0,0.0,6,0,0,0,0,4,0,0,0,0,0,0,0,8:30,,12.0,10,0
57101,TSF02,TOY STA FE NUEVOS,B2127941,TOYOTA,Metropolitana,811.0,25/06/2021,28/06/2021,Satisfactoria,Edgar Aguilar,FALSE,29/06/2021,03:42 p. m.,94,37913937.12,USD,94,37913937.12,0,0.0,77,0,17,0,0,0,0,0,0,0,0,0,0,21:53,,5.0,94,0
57102,HANDS,ANDRADE ZARAGOZA    ,B1416799,HONDA,Metro Corporativa,1851.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,12:16 p. m.,12,3147040.0,MXP,12,3147040.0,0,0.0,8,0,0,0,0,4,0,0,0,0,0,0,0,8:30,1031942.35,12.0,0,12
57103,10166, 10166 HONDA ZARAGOZA ,B1416799,HONDA,Metro Corporativa,1851.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,07:50 p. m.,34,16036883.43,MXP,34,16036883.43,0,0.0,20,0,1,0,0,13,0,0,0,0,0,0,0,14:49,,12.0,33,1
57104,SAUT1,SEMINUEVO,33496931,SMART,Metro Corporativa,1851.0,28/06/2021,28/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,28/06/2021,10:33 a. m.,5,2362000.0,MXP,5,2362000.0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,0,5
57105,ECAT5,AGENCIA ECATEPEC,50688998,TOYOTA,Metro Corporativa,1851.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,12:34 p. m.,33,10500173.45,MXP,33,10500173.45,0,0.0,30,0,0,0,0,3,0,0,0,0,0,0,0,8:30,,5.0,33,0
57106,AMS03,AUTOMITSU SATELITE S,17515685,MITSUBISHI,Metro Corporativa,1851.0,28/06/2021,28/06/2021,Satisfactoria,Eunice Rios,FALSE,29/06/2021,06:30 p. m.,28,9703168.76,MXP,28,9703168.76,0,0.0,26,0,1,0,0,1,0,0,0,0,0,0,0,21:35,,12.0,28,0
57107,VOLLA,MOTEGI AUTOMOTRIZ,24611044,No Asiganda,Metropolitana,1841.0,28/06/2021,28/06/2021,Satisfactoria,Eunice Rios,FALSE,29/06/2021,06:10 p. m.,25,23883913.96,MXP,24,22886296.56,1,997617.4,20,0,3,0,0,1,0,0,0,1,0,0,4,23:42,,12.0,25,0
57108,COAPA,COAPA,C2775934,No Asiganda,Metropolitana,811.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,25/06/2021,07:16 p. m.,14,5547211.81,MXP,14,5547211.81,0,0.0,8,0,2,0,0,4,0,0,0,0,0,0,0,13:37,,12.0,14,0
57109,DVAP2,DISTRIBUIDORA DE VEH,B1417073,No Asiganda,Metro Corporativa,1851.0,28/06/2021,28/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,28/06/2021,12:19 p. m.,5,5960409.03,MXP,5,5960409.03,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,5,0
57110,AMUND,AUTOMUNDO SA DE CV,17116172,No Asiganda,Metropolitana,1816.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,02:29 p. m.,6,3463525.68,MXP,6,3463525.68,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,6,0
57112,MITIN,MITSU,48996268,No Asiganda,Metropolitana,1816.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,01:11 p. m.,10,4249358.4,MXP,10,4249358.4,0,0.0,8,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,5.0,10,0
57114,MGCHI,AUTOS JUVENTUD,C7202341,INFINITI,Noroeste,818.0,25/06/2021,25/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,25/06/2021,05:03 p. m.,24,7286720.56,MXP,24,7286720.56,0,0.0,21,0,0,0,0,3,0,0,0,0,0,0,0,8:33,,12.0,24,0
57116,DVAP3,ANDRADE PEDREGAL,B1417073,No Asiganda,Metro Corporativa,1851.0,28/06/2021,28/06/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,28/06/2021,12:15 p. m.,5,4033708.89,MXP,5,4033708.89,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,5,0
57118,JIMN3,JIMENEZ AUTOMOTRIZ,14245236,No Asiganda,Occidente,1793.0,25/06/2021,28/06/2021,Satisfactoria,Edgar Aguilar,FALSE,29/06/2021,03:43 p. m.,4,3330510.0,MXP,4,3330510.0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,16:39,,12.0,4,0
57120,HYPED,HYUNDAI PEDREGAL,B1891689,HYUNDAI,Metro Corporativa,1852.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,02/07/2021,10:11 a. m.,65,21638984.9,MXP,40,12214559.79,25,9424425.11,19,0,12,0,0,9,22,0,0,3,0,0,38,12:24,,5.0,65,0
57121,10030,VISION CULIACAN,22225715,HONDA,Occidente,723.0,01/07/2021,05/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,06/07/2021,02:55 p. m.,5,2764911.89,MXP,4,2383624.31,1,381287.58,2,0,0,0,0,2,1,0,0,0,0,0,20,19:51,,12.0,5,0
57122,10071,VISION MOCHIS,22225715,HONDA,Occidente,723.0,02/07/2021,02/07/2021,Satisfactoria,Edgar Aguilar,FALSE,05/07/2021,05:46 p. m.,5,2550986.97,MXP,4,2169699.39,1,381287.58,2,0,0,0,0,2,1,0,0,0,0,0,20,23:41,,12.0,5,0
57123,10113,VISION SHOWROOM,22225715,HONDA,Occidente,723.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,02/07/2021,09:43 a. m.,7,3836843.6,MXP,6,3455556.02,1,381287.58,5,0,0,0,0,1,1,0,0,0,0,0,14,14:42,,12.0,7,0
57124,BEC02,AUDI PATRIA 2,95516329,AUDI,Occidente,723.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,01/07/2021,10:02 a. m.,1,484818.0,MXP,1,484818.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,1,0
57125,SYCM2,SYC MOTORS 2 ,17933403,CHRYSLER,Occidente,723.0,01/07/2021,02/07/2021,Satisfactoria,Edgar Aguilar,FALSE,05/07/2021,05:52 p. m.,28,21801515.6,MXP,27,20876355.28,1,925160.32,15,0,12,0,0,0,0,0,0,1,0,0,3,20:42,,5.0,28,0
57126,JLPL2,JLR PEDREGAL PESOS,59677376,JAGUAR LAND ROV,Metropolitana,1817.0,01/07/2021,02/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,02/07/2021,11:18 a. m.,12,21341862.68,MXP,12,21341862.68,0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,7.0,12,0
57127,SNPED,HYUNDAI PEDREG      ,B1891689,HYUNDAI,Metro Corporativa,1852.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,02/07/2021,09:51 a. m.,11,2903200.0,MXP,11,2903200.0,0,0.0,6,0,1,0,0,4,0,0,0,0,0,0,0,14:11,6.0,5.0,0,11
57128,HYSO8,HYSO8 HYUNDAI SOLANA,B2333365,HYUNDAI,Occidente,723.0,01/07/2021,05/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,06/07/2021,03:32 p. m.,132,39004105.53,MXP,80,22553182.16,52,16450923.37,70,0,0,0,0,10,43,0,0,9,0,0,39,18:18,,5.0,132,0
57129,HOUN2,HONDA UNIVERSIDAD,19154943,HONDA,Metro Corporativa,1853.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,02/07/2021,09:55 a. m.,21,4156400.0,MXP,21,4156400.0,0,0.0,17,1,0,0,0,3,0,0,0,0,0,0,0,12:33,4.0,6.0,0,21
57130,HOUN3,SUPERAUTOS PEDREGAL,19154943,HONDA,Metro Corporativa,1853.0,01/07/2021,02/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,05/07/2021,06:16 p. m.,30,7126080.0,MXP,30,7126080.0,0,0.0,24,3,1,0,0,2,0,0,0,0,0,0,0,23:0,997417.92,6.0,0,30
57131,MINMY,MINMY ,C2114496,MINI COOPER,Bajío,810.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,01/07/2021,10:37 a. m.,5,2564660.0,MXP,5,2564660.0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,5,0
57132,BMWMY,BMWMY ,C2114496,MINI COOPER,Bajío,810.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,01/07/2021,10:10 a. m.,2,1199292.0,MXP,2,1199292.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,2,0
57133,PBMW3,PREMIER BMW3,A5331207,MINI COOPER,Noroeste,1794.0,01/07/2021,01/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,01/07/2021,10:16 a. m.,2,1054914.84,MXP,2,1054914.84,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,12.0,2,0
57134,MGDL1,MOTORMEXA,94542193,CHRYSLER,Occidente,814.0,02/07/2021,05/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,06/07/2021,04:48 p. m.,153,84859011.17,MXP,143,79626671.94,10,5232339.23,86,0,0,0,0,57,0,0,0,10,0,0,6,19:11,,5.0,153,0
57135,HYFR2,HYUNDAI FARRERA VEACRUZ,B1498021,HYUNDAI,Sureste,1809.0,02/07/2021,02/07/2021,Satisfactoria,Edgar Aguilar,FALSE,05/07/2021,05:37 p. m.,74,20162600.85,MXP,71,19312529.08,3,850071.77,57,0,14,0,0,0,3,0,0,0,0,0,4,23:41,,12.0,74,0
57136,10003,EXCELENCIA   MOTORS,19899016,HONDA,Occidente,723.0,02/07/2021,05/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,06/07/2021,03:06 p. m.,73,36590955.17,MXP,72,36095133.63,1,495821.54,33,0,16,0,0,23,0,0,0,1,0,0,1,19:2,,5.0,73,0
57137,BECK5,AUDI PATRIA SEMINUEV,95516329,AUDI,Occidente,723.0,02/07/2021,02/07/2021,Satisfactoria,Edgar Aguilar,FALSE,05/07/2021,05:29 p. m.,4,805840.0,MXP,4,805840.0,0,0.0,3,0,1,0,0,0,0,0,0,0,0,0,0,23:54,1.0,5.0,0,4
57138,ABG02,AUDI LOPEZ MATEOS2,B1009679,AUDI,Occidente,723.0,02/07/2021,02/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,02/07/2021,09:46 a. m.,2,2454516.6,MXP,2,2454516.6,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,8:30,,5.0,2,0
57139,HYML2,HYML2 HYUNDAI MEXICA,B1857762,No Asiganda,Noroeste,1794.0,02/07/2021,06/07/2021,Satisfactoria,Eunice Rios,FALSE,07/07/2021,09:38 a. m.,63,18282510.23,MXP,54,16224119.38,9,2058390.85,31,0,5,0,0,18,9,0,0,0,0,0,14,14:18,,5.0,63,0
57140,HTXXI,HYUNDAI TRUCKS  XXI,B5671964,NEOHYUNDAI,Sureste,841.0,02/07/2021,02/07/2021,Satisfactoria,Fabiola Alvarez Paez,FALSE,05/07/2021,05:41 p. m.,7,5125941.92,MXP,5,3613199.84,2,1512742.08,5,0,0,0,0,0,2,0,0,0,0,0,28,23:2,,12.0,7,0
57141,JIMA2,JIMENEZ AUTOCAMIONES,14247145,MERCEDEZ B CAMI,Occidente,1802.0,02/07/2021,06/07/2021,Satisfactoria,Edgar Aguilar,FALSE,06/07/2021,08:44 p. m.,22,22653022.88,MXP,20,20620694.76,2,2032328.12,20,0,0,0,0,0,0,0,0,2,0,0,9,18:19,,5.0,22,0
57142,NIS17,AUTOSATELITE GK     ,B7274710,NISSAN,Metro Corporativa,1851.0,02/07/2021,02/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,02/07/2021,09:37 a. m.,1,561913.74,MXP,1,561913.74,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,12.0,1,0
57143,MMC02,MOMENTUM MINICOOPER ,36857003,MINI COOPER,Metro Corporativa,1853.0,05/07/2021,05/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,05/07/2021,12:18 p. m.,12,6270017.89,MXP,12,6270017.89,0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,0,8:30,,5.0,12,0
57144,MONS2,MOMENTUM SATELITE   ,36857003,BMW,Metro Corporativa,1853.0,05/07/2021,05/07/2021,Satisfactoria,Fabiola Alvarez CA,FALSE,05/07/2021,12:46 p. m.,14,14136103.56,MXP,14,14136103.56,0,0.0,12,0,0,0,0,2,0,0,0,0,0,0,0,8:30,,5.0,14,0
